Latitude Longitude
30.598551 -97.863124
29.973347 -97.642806
29.345067 -97.430451
28.713824 -97.225798
28.079727 -97.028592
27.442881 -96.838585
26.803389 -96.655531
26.161348 -96.479192
25.516856 -96.309333
24.870005 -96.145727
24.220886 -95.988149
23.569585 -95.836380
22.916188 -95.690206
22.260778 -95.549417
21.603435 -95.413807
20.944237 -95.283176
20.283259 -95.157325
19.620577 -95.036063
18.956261 -94.919200
18.290383 -94.806550
17.623010 -94.697931
16.954210 -94.593165
16.284048 -94.492076
15.612588 -94.394493
14.939892 -94.300245
14.266021 -94.209167
13.591036 -94.121095
12.914995 -94.035868
12.237956 -93.953327
11.559975 -93.873316
10.881108 -93.795680
10.201410 -93.720269
9.520934 -93.646931
8.839734 -93.575517
8.157862 -93.505882
7.475370 -93.437880
6.792309 -93.371368
6.108729 -93.306201
5.424681 -93.242240
4.740215 -93.179343
4.055379 -93.117372
3.370222 -93.056187
2.684794 -92.995650
1.999143 -92.935624
1.313316 -92.875972
0.627362 -92.816558
-0.058671 -92.757243
-0.744734 -92.697893
-1.430781 -92.638370
-2.116762 -92.578538
-2.802629 -92.518260
-3.488335 -92.457398
-4.173830 -92.395815
-4.859065 -92.333372
-5.543991 -92.269929
-6.228558 -92.205346
-6.912717 -92.139483
-7.596417 -92.072196
-8.279606 -92.003343
-8.962233 -91.932777
-9.644245 -91.860354
-10.325589 -91.785924
-11.006211 -91.709338
-11.686057 -91.630444
-12.365071 -91.549089
-13.043196 -91.465115
-13.720374 -91.378366
-14.396547 -91.288680
-15.071656 -91.195894
-15.745637 -91.099843
-16.418430 -91.000357
-17.089970 -90.897265
-17.760192 -90.790392
-18.429029 -90.679560
-19.096412 -90.564587
-19.762272 -90.445288
-20.426535 -90.321474
-21.089129 -90.192953
-21.749977 -90.059528
-22.409001 -89.920998
-23.066120 -89.777158
-23.721253 -89.627799
-24.374314 -89.472705
-25.025215 -89.311659
-25.673867 -89.144437
-26.320176 -88.970810
-26.964046 -88.790545
-27.605379 -88.603401
-28.244072 -88.409135
-28.880020 -88.207497
-29.513114 -87.998232
-30.143242 -87.781079
-30.770288 -87.555770
-31.394131 -87.322034
-32.014647 -87.079593
-32.631707 -86.828162
-33.245180 -86.567452
-33.854928 -86.297167
-34.460807 -86.017006
-35.062672 -85.726663
-35.660371 -85.425826
-36.253745 -85.114177
-36.842632 -84.791394
-37.426863 -84.457151
-38.006264 -84.111115
-38.580654 -83.752953
-39.149847 -83.382325
-39.713650 -82.998890
-40.271862 -82.602304
-40.824278 -82.192221
-41.370685 -81.768296
-41.910861 -81.330182
-42.444581 -80.877535
-42.971609 -80.410013
-43.491703 -79.927277
-44.004615 -79.428994
-44.510086 -78.914837
-45.007853 -78.384487
-45.497644 -77.837636
-45.979179 -77.273989
-46.452173 -76.693263
-46.916331 -76.095194
-47.371353 -75.479537
-47.816931 -74.846068
-48.252752 -74.194588
-48.678495 -73.524925
-49.093834 -72.836939
-49.498440 -72.130524
-49.891977 -71.405609
-50.274106 -70.662166
-50.644485 -69.900210
-51.002771 -69.119801
-51.348617 -68.321054
-51.681678 -67.504132
-52.001609 -66.669260
-52.308069 -65.816719
-52.600718 -64.946853
-52.879223 -64.060072
-53.143255 -63.156850
-53.392495 -62.237730
-53.626632 -61.303322
-53.845367 -60.354308
-54.048413 -59.391435
-54.235498 -58.415519
-54.406365 -57.427442
-54.560775 -56.428151
-54.698507 -55.418650
-54.819362 -54.400002
-54.923162 -53.373320
-55.009752 -52.339765
-55.079001 -51.300537
-55.130804 -50.256870
-55.165081 -49.210025
-55.181778 -48.161283
-55.180870 -47.111936
-55.162355 -46.063279
-55.126263 -45.016604
-55.072647 -43.973190
-55.001588 -42.934297
-54.913193 -41.901156
-54.807594 -40.874967
-54.684946 -39.856884
-54.545428 -38.848020
-54.389240 -37.849432
-54.216603 -36.862122
-54.027758 -35.887031
-53.822960 -34.925036
-53.602484 -33.976950
-53.366615 -33.043515
-53.115654 -32.125406
-52.849911 -31.223231
-52.569707 -30.337527
-52.275368 -29.468764
-51.967229 -28.617346
-51.645628 -27.783614
-51.310907 -26.967845
-50.963412 -26.170257
-50.603486 -25.391013
-50.231475 -24.630221
-49.847723 -23.887941
-49.452571 -23.164182
-49.046357 -22.458914
-48.629417 -21.772064
-48.202079 -21.103522
-47.764670 -20.453147
-47.317509 -19.820763
-46.860908 -19.206172
-46.395175 -18.609147
-45.920610 -18.029441
-45.437506 -17.466789
-44.946149 -16.920907
-44.446818 -16.391499
-43.939783 -15.878256
-43.425310 -15.380858
-42.903654 -14.898978
-42.375064 -14.432282
-41.839782 -13.980432
-41.298042 -13.543084
-40.750070 -13.119894
-40.196087 -12.710516
-39.636306 -12.314603
-39.070932 -11.931811
-38.500165 -11.561795
-37.924197 -11.204214
-37.343215 -10.858730
-36.757400 -10.525006
-36.166924 -10.202714
-35.571958 -9.891524
-34.972663 -9.591117
-34.369198 -9.301174
-33.761713 -9.021384
-33.150356 -8.751440
-32.535269 -8.491042
-31.916590 -8.239895
-31.294451 -7.997709
-30.668980 -7.764200
-30.040303 -7.539090
-29.408538 -7.322107
-28.773802 -7.112986
-28.136208 -6.911464
-27.495865 -6.717287
-26.852878 -6.530206
-26.207350 -6.349975
-25.559379 -6.176357
-24.909062 -6.009117
-24.256491 -5.848027
-23.601758 -5.692863
-22.944950 -5.543407
-22.286151 -5.399445
-21.625446 -5.260766
-20.962915 -5.127167
-20.298636 -4.998446
-19.632685 -4.874406
-18.965137 -4.754855
-18.296063 -4.639604
-17.625536 -4.528468
-16.953622 -4.421265
-16.280391 -4.317817
-15.605907 -4.217949
-14.930235 -4.121490
-14.253438 -4.028269
-13.575576 -3.938122
-12.896712 -3.850884
-12.216903 -3.766396
-11.536208 -3.684498
-10.854684 -3.605034
-10.172388 -3.527851
-9.489373 -3.452796
-8.805696 -3.379719
-8.121409 -3.308471
-7.436565 -3.238906
-6.751217 -3.170879
-6.065416 -3.104245
-5.379214 -3.038861
-4.692661 -2.974587
-4.005807 -2.911281
-3.318703 -2.848803
-2.631397 -2.787015
-1.943940 -2.725777
-1.256379 -2.664953
-0.568765 -2.604403
0.118855 -2.543992
0.806431 -2.483581
1.493914 -2.423034
2.181257 -2.362212
2.868410 -2.300980
3.555324 -2.239198
4.241951 -2.176729
4.928240 -2.113433
5.614142 -2.049171
6.299607 -1.983802
6.984584 -1.917186
7.669023 -1.849179
8.352873 -1.779638
9.036080 -1.708418
9.718594 -1.635372
10.400360 -1.560354
11.081324 -1.483212
11.761432 -1.403796
12.440628 -1.321952
13.118855 -1.237524
13.796056 -1.150355
14.472173 -1.060285
15.147145 -0.967151
15.820911 -0.870788
16.493410 -0.771028
17.164577 -0.667701
17.834348 -0.560631
18.502657 -0.449643
19.169434 -0.334555
19.834611 -0.215184
20.498116 -0.091343
21.159876 0.037161
21.819815 0.170521
22.477856 0.308937
23.133920 0.452613
23.787924 0.601757
24.439785 0.756579
25.089416 0.917297
25.736728 1.084133
26.381630 1.257312
27.024026 1.437067
27.663819 1.623632
28.300909 1.817251
28.935191 2.018169
29.566557 2.226638
30.194899 2.442917
30.820100 2.667268
31.442043 2.899960
32.060605 3.141268
32.675661 3.391470
33.287079 3.650854
33.894725 3.919708
34.498459 4.198330
35.098136 4.487022
35.693608 4.786090
36.284718 5.095846
36.871309 5.416607
37.453213 5.748694
38.030261 6.092431
38.602275 6.448149
39.169072 6.816178
39.730463 7.196855
40.286253 7.590516
40.836240 7.997500
41.380214 8.418145
41.917961 8.852790
42.449258 9.301772
42.973875 9.765427
43.491577 10.244084
44.002119 10.738071
44.505250 11.247707
45.000712 11.773302
45.488240 12.315157
45.967561 12.873562
46.438396 13.448792
46.900457 14.041103
47.353452 14.650737
47.797080 15.277912
48.231036 15.922821
48.655008 16.585631
49.068677 17.266480
49.471723 17.965473
49.863818 18.682678
50.244632 19.418124
50.613832 20.171797
50.971083 20.943638
51.316048 21.733540
51.648390 22.541342
51.967774 23.366831
52.273865 24.209732
52.566335 25.069713
52.844856 25.946380
53.109109 26.839273
53.358782 27.747868
53.593572 28.671573
53.813186 29.609729
54.017343 30.561613
54.205776 31.526434
54.378234 32.503338
54.534483 33.491407
54.674304 34.489667
54.797502 35.497086
54.903899 36.512584
54.993343 37.535032
55.065701 38.563264
55.120869 39.596078
55.158763 40.632245
55.179328 41.670517
55.182534 42.709631
55.168377 43.748322
55.136878 44.785325
55.088087 45.819387
55.022077 46.849271
54.938948 47.873766
54.838822 48.891693
54.721847 49.901909
54.588193 50.903318
54.438050 51.894870
54.271630 52.875573
54.089162 53.844488
53.890893 54.800742
53.677085 55.743520
53.448017 56.672077
53.203976 57.585732
52.945264 58.483871
52.672190 59.365947
52.385072 60.231480
52.084235 61.080052
51.770008 61.911311
51.442725 62.724964
51.102720 63.520777
50.750331 64.298572
50.385895 65.058224
50.009748 65.799658
49.622224 66.522845
49.223655 67.227801
48.814369 67.914581
48.394690 68.583277
47.964938 69.234017
47.525426 69.866957
47.076462 70.482284
46.618349 71.080207
46.151382 71.660959
45.675850 72.224793
45.192036 72.771978
44.700214 73.302797
44.200653 73.817550
43.693612 74.316542
43.179345 74.800091
42.658099 75.268521
42.130113 75.722160
41.595617 76.161344
41.054837 76.586407
40.507991 76.997689
39.955288 77.395528
39.396934 77.780263
38.833126 78.152231
38.264055 78.511767
37.689906 78.859206
37.110857 79.194877
36.527082 79.519105
35.938747 79.832215
35.346014 80.134523
34.749039 80.426343
34.147973 80.707983
33.542962 80.979747
32.934147 81.241933
32.321663 81.494833
31.705644 81.738735
31.086216 81.973919
30.463502 82.200662
29.837623 82.419234
29.208692 82.629901
28.576823 82.832920
27.942122 83.028547
27.304695 83.217029
26.664642 83.398610
26.022063 83.573527
25.377053 83.742013
24.729703 83.904295
24.080104 84.060598
23.428343 84.211137
22.774504 84.356128
22.118668 84.495779
21.460917 84.630295
20.801327 84.759875
20.139975 84.884716
19.476933 85.005010
18.812273 85.120946
18.146065 85.232708
17.478378 85.340478
16.809278 85.444433
16.138830 85.544749
15.467097 85.641596
14.794141 85.735144
14.120025 85.825558
13.444806 85.913000
12.768544 85.997633
12.091296 86.079613
11.413119 86.159097
10.734067 86.236238
10.054196 86.311188
9.373559 86.384097
8.692209 86.455113
8.010199 86.524382
7.327579 86.592050
6.644402 86.658259
5.960717 86.723153
5.276574 86.786872
4.592023 86.849557
3.907114 86.911346
3.221894 86.972379
2.536414 87.032794
1.850720 87.092727
1.164862 87.152316
0.478887 87.211697
-0.207157 87.271008
-0.893221 87.330384
-1.579257 87.389962
-2.265218 87.449879
-2.951054 87.510272
-3.636718 87.571278
-4.322161 87.633036
-5.007333 87.695684
-5.692186 87.759361
-6.376670 87.824209
-7.060733 87.890368
-7.744327 87.957982
-8.427398 88.027193
-9.109897 88.098148
-9.791769 88.170993
-10.472961 88.245877
-11.153420 88.322949
-11.833091 88.402363
-12.511917 88.484272
-13.189842 88.568833
-13.866808 88.656204
-14.542756 88.746547
-15.217625 88.840025
-15.891355 88.936805
-16.563882 89.037057
-17.235142 89.140953
-17.905070 89.248667
-18.573599 89.360380
-19.240658 89.476274
-19.906178 89.596534
-20.570087 89.721350
-21.232309 89.850915
-21.892769 89.985428
-22.551388 90.125090
-23.208084 90.270106
-23.862776 90.420689
-24.515377 90.577051
-25.165799 90.739415
-25.813951 90.908004
-26.459741 91.083048
-27.103070 91.264781
-27.743841 91.453446
-28.381949 91.649286
-29.017289 91.852552
-29.649751 92.063502
-30.279221 92.282398
-30.905584 92.509507
-31.528717 92.745104
-32.148497 92.989467
-32.764792 93.242881
-33.377471 93.505638
-33.986393 93.778035
-34.591417 94.060373
-35.192393 94.352961
-35.789169 94.656111
-36.381586 94.970142
-36.969480 95.295378
-37.552680 95.632145
-38.131012 95.980776
-38.704294 96.341608
-39.272337 96.714979
-39.834946 97.101231
-40.391922 97.500709
-40.943056 97.913758
-41.488133 98.340725
-42.026932 98.781955
-42.559223 99.237793
-43.084771 99.708579
